cod_institucion;nom_institucion;res_acreditacion;nom_programa;metodologia
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;;ESPECIALIZACION EN FINANZAS;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;;ESPECIALIZACION EN GESTION DE PROYECTOS;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;;COMUNICACION SOCIAL;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;2298;INGENIERIA MECATRONICA;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;;FINANZAS Y NEGOCIOS INTERNACIONALES;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;912;INGENIERIA CIVIL;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;;ESPECIALIZACION EN GERENCIA DE PRODUCION Y CALIDAD;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;;TECNOLOGIA EN REFRIGERACION Y AIRE ACONDICIONADO;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;2958;ESPECIALIZACION EN GERENCIA EMPRESARIAL;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;2957;ESPECIALIZACION EN GERENCIA DE SERVICIOS DE SALUD;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;;TECNOLOGIA EN ADMINISTRACION DE ALMACENES;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;3202;ESPECIALIZACION EN GERENCIA DE MERCADEO;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;16827;ADMINISTRACION DE EMPRESAS;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;13923;CONTADURIA PUBLICA;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;16828;INGENIERIA DE SISTEMAS;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;6374;INGENIERIA ELECTRONICA;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;354;TECNOLOGIA EN SISTEMAS;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;988;PSICOLOGIA;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;1436;INGENIERIA INDUSTRIAL;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;10258;INGENIERIA MECANICA;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;10259;ECONOMIA;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;16604;INGENIERIA ELECTRICA;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;2140;ESPECIALIZACION EN FINANZAS;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;;ESPECIALIZACION EN DIRECCION DE EMPRESAS DE SERVICIOS;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;2959;ESPECIALIZACION EN GESTION DE PROYECTOS;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;13924;COMUNICACION SOCIAL;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;19170;INGENIERIA MECATRONICA;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;530;FINANZAS Y NEGOCIOS INTERNACIONALES;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;20260;INGENIERIA CIVIL;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;;TECNOLOGIA EN ADMINISTRACION DE ALMACENES;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;8416;ESPECIALIZACION EN GERENCIA DE PRODUCION Y CALIDAD;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;3881;ESPECIALIZACION EN LOGISTICA DEL TRANSPORTE INTERNACIONAL DE MERCANCIAS;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;;ADMINISTRACIÓN DE EMPRESAS;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;4092;INGENIERIA AMBIENTAL;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;5264;CIENCIA POLITICA Y RELACIONES INTERNACIONALES;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;6392;ESPECIALIZACION EN GESTION DE NEGOCIOS INTERNACIONALES;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;1020;MEDICINA;Presencial
1828;UNIVERSIDAD ICESI;2877;LICENCIATURA EN LENGUAJE Y LITERATURA;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;21226;MAESTRA EN ESTADÍSTICA APLICADA;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;16603;INGENIERÍA NAVAL;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;19854;MAESTRÍA EN FINANZAS;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;20899;INGENIERÍA QUÍMICA;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;20259;ESPECIALIZACIÓN EN FINANZAS;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;20261;MAESTRÍA EN MERCADEO;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;20262;ESPECIALIZACIÓN EN PLANEACIÓN ESTRATÉGICA Y PROSPECTIVA;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;8691;ESPECIALIZACIÓN EN CONTABILIDAD Y AUDITORÍA INTERNACIONAL;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;14809;MAESTRÍA EN BIOINFORMÁTICA;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;19687;MAESTRÍA EN ADMINISTRACIÓN;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;10293;INGENIERÍA BIOMÉDICA;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;13529;ESPECIALIZACIÓN EN TELECOMUNICACIONES Y REDES;Presencial
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;16828;INGENIERIA DE SISTEMAS Y COMPUTACIÓN;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;TRABAJO SOCIAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;DERECHO;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ADMINISTRACION DE EMPRESAS;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;CONTADURIA PUBLICA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ARQUITECTURA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;INGENIERIA DE SISTEMAS DE INFORMACION;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN DERECHO ADMINISTRATIVO;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN GERENCIA DEL RECURSO HUMANO;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;4859;INGENIERIA ELECTRICA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;INGENIERIA MECANICA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;LICENCIATURA EN LENGUAS MODERNAS;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;MEDICINA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;LICENCIATURA EN EDUCACION INFANTIL CON ENFASIS EN RECREACION Y DEPORTES;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ODONTOLOGIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;INSTRUMENTACION QUIRURGICA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN AUDITORIA INTERNA Y REVISORIA FISCAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN INFORMATICA EDUCATIVA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN DERECHO CONSTITUCIONAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;INGENIERIA CIVIL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;LICENCIATURA EN LENGUAS MODERNAS;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;LICENCIATURA EN EDUCACION INFANTIL CON ENFASIS EN RECREACION Y DEPORTES;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN ALTA GERENCIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ENFERMERIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;TECNOLOGIA EN ADMINISTRACION DE EMPRESAS Y BANCA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ECONOMIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;FISIOTERAPIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN GERENCIA EN SALUD Y SEGURIDAD SOCIAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;NEGOCIOS INTERNACIONALES;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;COMUNICACION SOCIAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;INGENIERIA INDUSTRIAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN ADMINISTRACION Y GERENCIA FINANCIERA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;PSICOLOGIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;1415;LICENCIATURA EN INGLES;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;DERECHO;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ADMINISTRACION DE EMPRESAS;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;CONTADURIA PUBLICA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;156;INGENIERIA CIVIL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;2303;ESPECIALIZACION EN AUDITORIA INTERNA Y REVISORIA FISCAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN DERECHO COMERCIAL Y FINANCIERO;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;17741;ESPECIALIZACION EN DERECHO CONSTITUCIONAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;824;INSTRUMENTACION QUIRURGICA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;1190;INGENIERIA MECANICA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;9866;ODONTOLOGIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;706;INGENIERIA ELECTRICA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;4018;ESPECIALIZACION EN GERENCIA DEL RECURSO HUMANO;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN DERECHO PENAL Y CRIMINOLOGIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;4953;ESPECIALIZACION EN DERECHO ADMINISTRATIVO;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;12507;INGENIERIA DE SISTEMAS;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;17735;ARQUITECTURA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;16969;TRABAJO SOCIAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;11959;DERECHO;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;15285;ADMINISTRACION DE EMPRESAS;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;1554;ESPECIALIZACION EN ALTA GERENCIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;823;ENFERMERIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN GINECOLOGIA Y OBSTETRICIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN PEDIATRIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN OFTALMOLOGIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN MEDICINA INTERNA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN CIRUGIA MAXILOFACIAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN REHABILITACION ORAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN ORTODONCIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN CIRUGIA GENERAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN OTORRINOLARINGOLOGIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;TERAPIA OCUPACIONAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN ORTOPEDIA  Y TRAUMATOLOGIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;1019;NEGOCIOS INTERNACIONALES;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;TECNOLOGIA EN ADMINISTRACION DE EMPRESAS Y BANCA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ECONOMIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;8757;FISIOTERAPIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN GERENCIA EN SALUD Y SEGURIDAD SOCIAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN AUDITORIA EN SALUD;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;1082;INGENIERIA INDUSTRIAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN GERENCIA DEL RECURSO HUMANO;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN ALTA GERENCIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN GERENCIA DE MERCADEO ESTRATEGICO;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;11675;COMUNICACION SOCIAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN ADMINISTRACION Y GERENCIA FINANCIERA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;1415;ESPECIALIZACION EN INFORMATICA EDUCATIVA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;1415;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;7217;ADMINISTRACION DE EMPRESAS;A distancia
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;TRABAJO SOCIAL;A distancia
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;7220;TECNOLOGIA EN SISTEMAS E INFORMATICA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;9438;PSICOLOGIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;1415;LICENCIATURA EN INGLES;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;19507;ESPECIALIZACION EN DERECHO LABORAL Y SEGURIDAD SOCIAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION GERENCIA BANCARIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;TECNOLOGIA EN ADMINISTRACION Y BANCA;A distancia
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN ECONOMIA Y FINANZAS EN SALUD;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;FILOSOFIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;TECNOLOGIA EN SALUD COMUNITARIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;4123;ESPECIALIZACION   EN GERENCIA Y RESIDENCIA DE OBRAS DE LA CONSTRUCCION;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;TECNOLOGIA EN SISTEMAS E INFORMATICA;A distancia
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;TECNOLOGIA EN MERCADEO Y PUBLICIDAD;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;BIOQUIMICA DE ALIMENTOS;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;TECNOLOGIA EN MECANICA DENTAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN GERENCIA HOSPITALARIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;COMUNICACION SOCIAL;A distancia
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;2302;ESPECIALIZACION EN TRIBUTARIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN COMUNICACION ORGANIZACIONAL;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN GERENCIA DE PROYECTOS;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN GEOTECNIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN ORIETACION FAMILIAR Y DESARROLLO HUMANO;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;13066;CONTADURIA PUBLICA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN PATOLOGIA DE LA CONSTRUCCION;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;FONOAUDIOLOGIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN AUDITORIA DE SISTEMAS;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;TECNICO PROFESIONAL EN DESARROLLO DE SOFTWARE;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;TECNICO PROFESIONAL EN ELECTRICIDAD;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;TECNICA PROFESIONAL EN MECANICA INDUSTRIAL;Presencial
1829;UNIVERSIDAD SANTIAGO DE CALI;2388;TÉCNICO PROFESIONAL EN OPERACIÓN DE SERVICIOS DE GUIANZA;Virtual
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;4117;MAESTRÍA EN ECONOMÍA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;10855;ESPECIALIZACION EN SISTEMAS INTEGRADOS DE GESTIÓN QHSE;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;24405;MAESTRIA EN TELEMÁTICA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;7627;ESPECIALIZACIÓN EN GERENCIA DE SISTEMAS ELECTRICOS DE POTENCIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;7605;ESPECIALIZACION EN GESTION TRIBUTARIA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;12745;INGENIERÍA ELECTROMECÁNICA;Presencial
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;13929;ESPECIALIZACION EN GERENCIA EN GESTIÓN HUMANA;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;MEDICINA;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ODONTOLOGIA;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;PSICOLOGIA;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN ORTODONCIA;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN REHABILITACION ORAL;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;12335;ESPECIALIZACION EN OFTALMOLOGIA;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;15173;ESPECIALIZACION EN GINECOLOGIA Y OBSTETRICIA;Presencial
1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.;5911;ENFERMERIA;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;22102;ESPECIALIZACION EN PEDIATRIA;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;9122;PSICOLOGIA;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN DERECHO CONSTITUCIONAL;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;14590;MEDICINA;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;16663;ODONTOLOGIA;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;7761;ESPECIALIZACION EN MEDICINA INTERNA;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN GERENCIA EN SALUD PUBLICA Y SEGURIDAD SOCIAL;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;;ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD CON ENFASIS EN EPIDEMIOLOGIA;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;10322;INGENIERIA DE SISTEMAS;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;1813;ARQUITECTURA;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;13177;NUTRICIÓN Y DIETÉTICA;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;7122;ADMINISTRACIÓN TURÍSTICA;Presencial
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;10574;TECNOLOGÍA EN PROCESOS AGROINDUSTRIALES;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;10856;ESPECIALIZACIÓN EN RESPONSABILIDAD CONTRACTUAL Y EXTRACONTRACTUAL DEL ESTADO;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;29791;ESPECIALIZACIÓN EN DERECHO MÉDICO;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;13930;ESPECIALIZACIÓN EN GERENCIA FINANCIERA INTERNACIONAL;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;3550;MAESTRÍA EN EPÍDEMIOLOGÍA;Presencial
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;636;MAESTRÍA EN GESTIÓN DE LA CALIDAD DE LOS ALIMENTOS;Presencial
1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.;;MEDICINA VETERINARIA;Presencial
1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.;;ZOOTECNIA;Presencial
