cod_institucion;nom_institucion;res_acreditacion;nom_programa;metodologia
1114;UNIVERSIDAD SURCOLOMBIANA;10850;MAESTRIA EN ADMINISTRACION DE EMPRESAS;Presencial
1114;UNIVERSIDAD SURCOLOMBIANA;14666;ESPECIALIZACION EN MEDICINA CRITICA Y CUIDADO INTENSIVO;Presencial
1114;UNIVERSIDAD SURCOLOMBIANA;18578;MAESTRIA EN GERENCIA INTEGRAL DE PROYECTOS;Presencial
1114;UNIVERSIDAD SURCOLOMBIANA;21822;ESPECIALIZACION EN SALUD FAMILIAR Y COMUNITARIA;Presencial
1114;UNIVERSIDAD SURCOLOMBIANA;27747;LICENCIATURA EN EDUCACION INFANTIL;Presencial
1114;UNIVERSIDAD SURCOLOMBIANA;27735;LICENCIATURA EN EDUCACIÓN  FÍSICA, RECREACIÓN Y DEPORTES;Presencial
1114;UNIVERSIDAD SURCOLOMBIANA;11731;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;Presencial
1114;UNIVERSIDAD SURCOLOMBIANA;1456;LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA;Presencial
1114;UNIVERSIDAD SURCOLOMBIANA;19153;MAESTRIA EN COMUNICACION DE LO PUBLICO;Presencial
1114;UNIVERSIDAD SURCOLOMBIANA;22115;BIOLOGIA APLICADA;Presencial
1114;UNIVERSIDAD SURCOLOMBIANA;29515;ADMINISTRACION TURISTICA Y HOTELERA;Presencial
1114;UNIVERSIDAD SURCOLOMBIANA;11013;LICENCIATURA EN EDUCACION ARTISTICA;Presencial
1114;UNIVERSIDAD SURCOLOMBIANA;3683;ESPECIALIZACION EN ESTADISTICA;Presencial
1114;UNIVERSIDAD SURCOLOMBIANA;7742;LICENCIATURA EN CIENCIAS SOCIALES;Presencial
1114;UNIVERSIDAD SURCOLOMBIANA;9269;MAESTRIA EN INGENIERIA DE PETROLEOS;Presencial
1114;UNIVERSIDAD SURCOLOMBIANA;15846;ANTROPOLOGÍA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;10385;MEDICINA VETERINARIA Y ZOOTECNIA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;LICENCIATURA EN CIENCIAS SOCIALES;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;LICENCIATURA EN LINGUISTICA Y LITERATURA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;LICENCIATURA EN LINGUISTICA Y EDUCACION INDIGENA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;1087;LICENCIATURA EN MATEMATICAS Y FISICA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;ESPECIALIZACION EN TECNOLOGIA EDUCATIVA;A distancia
1115;UNIVERSIDAD DE LA AMAZONIA;2552;ADMINISTRACION DE EMPRESAS;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;ESPECIALIZACION EN ALTERNATIVAS DE DESARROLLO SOSTENIBLE PARA LA AMAZONIA COLOMBIANA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;24519;INGENIERIA AGROECOLOGICA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;540;BIOLOGIA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;LICENCIATURA EN EDUCACION BASICA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;503;ESPECIALIZACION EN EDUCACION BASICA CON ENFASIS EN PROCESOS PEDAGOGICOS;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;4953;INGENIERIA DE ALIMENTOS;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;ESPECIALIZACION EN BIOMATEMATICAS;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;CONTADURIA PUBLICA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;CONTADURIA PUBLICA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;TECNOLOGIA EN MANEJO Y CULTIVO DEL CAUCHO;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;942;ESPECIALIZACION EN GERENCIA TRIBUTARIA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;ADMINISTRACION DE EMPRESAS;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;ADMINISTRACION DE EMPRESAS;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;16630;ESPECIALIZACION EN FORMULACION Y EVALUACION  DE PROYECTOS;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;ESPECIALIZACION EN CIENCIAS FISICAS;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;ESPECIALIZACION EN SISTEMAS DE PRODUCCION PECUARIA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;CONTADURIA PUBLICA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;MEDICINA VETERINARIA Y ZOOTECNIA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;ESPECIALIZACION EN SISTEMAS SOSTENIBLES DE PRODUCCION PECUARIA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;3839;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;97;LICENCIATURA EN LENGUA CASTELLANA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;2349;DERECHO;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;27744;LICENCIATURA EN INGLES;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;ADMINISTRACION DE EMPRESAS;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;ESPECIALIZACION EN BIOMATEMATICAS;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;2943;LICENCIATURA EN LINGUISTICA Y EDUCACION INDIGENA;A distancia
1115;UNIVERSIDAD DE LA AMAZONIA;2944;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES;A distancia
1115;UNIVERSIDAD DE LA AMAZONIA;11246;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;;LICENCIATURA EN LENGUAS CASTELLANA Y LITERATURA;A distancia
1115;UNIVERSIDAD DE LA AMAZONIA;799;ESPECIALIZACION EN DIDACTICA DE LA LECTURA Y LA ESCRITURA EN LENGUA CASTELLANA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;2354;ADMINISTRACION;A distancia
1115;UNIVERSIDAD DE LA AMAZONIA;8451;CONTADURIA PUBLICA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;478;ESPECIALIZACION EN EDUCACION Y GESTION AMBIENTAL;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;4216;ADMINISTRACION DE EMPRESAS;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;4216;CONTADURIA PUBLICA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;27745;LICENCIATURA EN PEDAGOGIA INFANTIL;A distancia
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;112;ESPECIALIZACIÓN EN LARINGOLOGÍA Y VÍA AÉREA SUPERIOR;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;4145;ESPECIALIZACIÓN EN ADMINISTRACIÓN DE LA SEGURIDAD;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;1261;ESPECIALIZACIÓN EN DERECHO CONTENCIOSO ADMINISTRATIVO;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;1377;LICENCIATURA EN EDUCACIÓN ARTÍSTICA Y CULTURAL;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;2847;LICENCIATURA EN EDUCACIÓN FÍSICA DEPORTES Y RECREACIÓN;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;2850;ESPECIALIZACIÓN EN DERECHO AMBIENTAL;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;3806;PSICÓLOGA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;5570;ESPECIALIZACIÓN EN CONTROL INTERNO Y ASEGURAMIENTO;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;10653;MAESTRÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;3106;ESPECIALIZACIÓN EN GERENCIA DE EMPRESAS AGROPECUARIAS Y RURALES;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;12346;ENFERMERÌA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;15478;ESPECIALIZACIÓN EN DERECHO AGRARIO;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;19222;ESPECIALIZACIÓN EN ACUICULTURA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;11246;LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA;Presencial
1115;UNIVERSIDAD DE LA AMAZONIA;27745;LICENCIATURA EN EDUCACIÓN INFANTIL;A distancia
1115;UNIVERSIDAD DE LA AMAZONIA;27744;LICENCIATURA EN LENGUAS EXTRANJERAS CON ¿NFASIS EN INGL¿S;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;12732;MEDICINA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;13933;DERECHO;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;4447;ECONOMIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;11558;ADMINISTRACION DE EMPRESAS;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;1447;CONTADURIA PUBLICA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;4261;INGENIERIA CIVIL;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;2114;ESPECIALIZACION EN ANESTESIOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;847;ESPECIALIZACION EN CARDIOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;16233;ESPECIALIZACION EN CIRUGIA GENERAL;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;14554;ESPECIALIZACION EN CIRUGIA PEDIATRICA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;14556;ESPECIALIZACION EN DERMATOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;2361;ESPECIALIZACION EN GASTROENTEROLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;16229;ESPECIALIZACION EN GINECOLOGIA Y OBSTETRICIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;ESPECIALIZACION EN HEMATOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;16193;ESPECIALIZACION EN MEDICINA FISICA Y REHABILITACION;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;4274;ESPECIALIZACION EN MEDICINA INTERNA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;14582;ESPECIALIZACION EN NEFROLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;16237;ESPECIALIZACION EN NEUMOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;14546;ESPECIALIZACION EN NEUROCIRUGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;16184;ESPECIALIZACION EN NEUROLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;14555;ESPECIALIZACION EN OFTALMOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;3173;ESPECIALIZACION EN ORTODONCIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;16186;ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;466;ESPECIALIZACION EN OTORRINOLARINGOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;14581;ESPECIALIZACION EN PATOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;470;ESPECIALIZACION EN PEDIATRIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;16192;ESPECIALIZACION EN PSIQUIATRIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;3890;ESPECIALIZACION EN RADIOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;22865;ESPECIALIZACION EN UROLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;61;ESPECIALIZACION EN ENDOCRINOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;14550;ESPECIALIZACION EN CIRUGIA ORAL Y MAXILOFACIAL;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;5523;ESPECIALIZACION EN CIRUGIA PLASTICA RECONSTRUTIVA Y ESTETICA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;ESPECIALIZACION EN MEDICINA NUCLEAR;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;128;ESPECIALIZACION EN REHABILITACION ORAL;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;954;ESPECIALIZACION EN NEUROLOGIA PEDIATRICA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;9134;ESPECIALIZACION EN DERECHO ADMINISTRATIVO;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;ESPECIALIZACION EN GEOPOLITICA;A distancia
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;TECNICA PROFESIONAL EN TELECOMUNICACIONES;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;ESPECIALIZACION TECNOLOGICA EN TELECOMUNICACIONES;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;14578;ESPECIALIZACION EN CIRUGIA CARDIOVASCULAR;Presencial
1120;UNIVERSIDAD POPULAR DEL CESAR;24650;LICENCIATURA EN ARTES;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;17706;ESPECIALIZACION EN CONTROL INTERNO;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;ESPECIALIZACION EN PLANEACION AMBIENTAL Y MANEJO INTEGRAL DE LOS RECURSOS NATURALES;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;2545;ESPECIALIZACION EN ADMINISTRACION DE LA SEGURIDAD;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;14557;ESPECIALIZACION EN CIRUGIA VASCULAR Y ANGIOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;14549;ESPECIALIZACION EN COLOPROCTOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;ESPECIALIZACION EN CORNEA Y ENFERMEDADES EXTERNAS;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;79;ESPECIALIZACION EN HEMATOLOGIA Y ONCOLOGIA CLINICA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;846;ESPECIALIZACION EN OTOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;835;ESPECIALIZACION EN REUMATOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;108;ESPECIALIZACION EN CIRUGIA DE LA MANO Y MIEMBRO SUPERIOR;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;60;ESPECIALIZACION EN NEONATOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;11595;INGENIERIA INDUSTRIAL;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;24403;ESPECIALIZACION EN DOCENCIA UNIVERSITARIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;11974;ESPECIALIZACION EN ADMINISTRACION AERONAUTICA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;20269;INGENIERIA EN MECATRONICA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;953;ESPECIALIZACION EN GERENCIA INTEGRAL DE PROYECTOS;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;ESPECIALIZACION EN DISEÑO, CONSTRUCCION Y CONSERVACION DE PUENTES;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;ESPECIALIZACION EN DEFENSA NACIONAL ANALISIS Y SOLUCION DE CONFLICTOS;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;129;ESPECIALIZACION EN ENDODONCIA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;ARTES PLASTICAS;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;14306;MAESTRIA EN DERECHO ADMINISTRATIVO;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;ESPECIALIZACION EN BIOMATERIALES, OPERATORIA DENTAL Y ESTETICA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;3291;ESPECIALIZACION EN IMPLANTOLOGIA ORAL Y RECONSTRUCTIVA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;ESPECIALIZACION EN PERIODONCIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;29162;BIOLOGIA APLICADA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;11093;ADMINISTRACION DE EMPRESAS;A distancia
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;ESPECIALIZACION TECNOLOGICA EN RED DE TRANSPORTE DE TELECOMUNICACIONES;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;1552;ESPECIALIZACION EN FINANZAS Y ADMINISTRACION PUBLICA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;12910;ESPECIALIZACION EN INGENIERIA DE PAVIMENTOS;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;9574;RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;ADMINISTRACION DE  EMPRESAS;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;2544;RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS;Virtual
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;6916;ESPECIALIZACION EN GLAUCOMA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;ESPECIALIZACION EN NEUROPATOLOGIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;11183;INGENIERIA EN MULTIMEDIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;3990;INGENIERIA EN TELECOMUNICACIONES;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;13605;INGENIERIA CIVIL;A distancia
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;10999;CONTADURIA PUBLICA;A distancia
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;16674;ESPECIALIZACION EN GESTION DE DESARROLLO ADMINISTRATIVO;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;ESPECIALIZACION EN GESTION DE DESARROLLO ADMINISTRATIVO;A distancia
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;14521;ESPECIALIZACION EN MERCADEO DE SERVICIOS;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;10702;ESPECIALIZACION EN ALTA GERENCIA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;3456;ESPECIALIZACION EN PROCEDIMIENTO PENAL CONSTITUCIONAL Y JUSTICIA MILITAR;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;5824;ESPECIALIZACION EN ALTA GERENCIA DE LA DEFENSA NACIONAL;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;13068;ESPECIALIZACION EN GERENCIA LOGISTICA INTEGRAL;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;17793;ESPECIALIZACION EN REVISORIA FISCAL Y AUDITORIA INTERNACIONAL;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;;ESPECIALIZACION EN FINANZAS Y ADMINISTRACION PUBLICA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;13091;ESPECIALIZACION EN GERENCIA DE COMERCIO INTERNACIONAL;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;14522;ESPECIALIZACION EN PLANEACION AMBIENTAL Y MANEJO INTEGRAL DE LOS RECURSOS NATURALES;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;8636;ESPECIALIZACION EN ADMINISTRACION DE LA SEGURIDAD;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;21951;MAESTRÍA EN BIOLOGIA APLICADA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;10081;ESPECIALIZACION EN ADMINISTRACION DE LA SEGURIDAD;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;2156;ESPECIALIZACIÓN EN CIRUGÍA DE CABEZA Y CUELLO;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;6248;DOCTORADO EN CIENCIAS APLICADAS;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;9856;INGENIERIA BIOMÉDICA;Presencial
1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;7541;TECNOLOGÍA EN GESTIÓN Y PRODUCCIÓN HORTÍCOLA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;ADMINISTRACION AGROPECUARIA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;1854;ADMINISTRACION DE EMPRESAS;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;11055;INGENIERIA CIVIL;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;INGENIERIA PESQUERA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;INGENIERIA DE MINAS;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;LICENCIATURA EN EDUCACION BASICA PRIMARIA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;LICENCIATURA EN IDIOMAS;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;5371;TRABAJO SOCIAL;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;2679;BIOLOGIA CON ENFASIS EN RECURSOS NATURALES;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;ESPECIALIZACION EN ORGANIZACION Y DESARROLLO COMUNITARIO;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;ENFERMERIA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;11058;INGENIERIA AGROFORESTAL;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;11057;INGENIERIA AMBIENTAL;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;ESPECIALIZACION EN DOCENCIA DE LAS CIENCIAS NATURALES;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;ESPECIALIZACION EN CIENCIAS POLITICAS Y GESTION EDUCATIVA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;ESPECIALIZACION EN ESTUDIOS AFROCOLOMBIANOS;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;1271;ESPECIALIZACION EN INFORMATICA EDUCATIVA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;ESPECIALIZACION EN DOCENCIA DE LAS CIENCIAS HUMANAS Y SOCIALES;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;ESPECIALIZACION EN LINGUISTICA APLICADA A LA ENSEÑANZA DEL INGLES;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;1271;ESPECIALIZACION EN PEDAGOGIA DE LA LENGUA MATERNA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;522;DERECHO;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;1271;ESPECIALIZACION EN DOCENCIA DE LA MATEMATICA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;ADMINISTRACION DE EMPRESAS;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;LICENCIATURA EN TECNOLOGIA Y EDUCACION;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;1818;ESPECIALIZACION EN ATENCION Y EDUCACION SOCIAL A LA FAMILIA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;ARQUITECTURA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;QUIMICA DE PRODUCTOS VEGETALES;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;367;INGENIERIA EN TELEINFORMATICA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;5946;CONTADURIA PUBLICA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;ADMINISTRACION DE EMPRESAS;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;12650;LICENCIATURA EN BIOLOGIA Y QUIMICA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;;LICENCIATURA EN ESPAÑOL Y LITERATURA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;12496;LICENCIATURA EN INGLES Y FRANCES;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;1697;ESPECIALIZACION EN LINGUISTICA APLICADA A LA ENSEÑANZA DEL INGLES COMO SEGUNDA LENGUA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;2413;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;5536;LICENCIATURA EN CIENCIAS SOCIALES;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;10813;LICENCIATURA EN EDUCACION FISICA;Presencial
1118;UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA;1319;LICENCIATURA EN MATEMATICAS Y FISICA;Presencial
